patch_id,patch_id_s1,timestamp_s2,timestamp_s1,season_s2,season_s1,lon,lat,climatezone
S2B_MSIL2A_20180515T094029_48_75,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_48_75,2018-05-15 09:40:29,2018-05-17 15:48:02,0.94941,0.95457,28.08995,61.41411,27
S2B_MSIL2A_20170829T105019_82_11,S1A_IW_GRDH_1SDV_20170829T055029_31UER_82_11,2017-08-29 10:50:19,2017-08-29 05:50:29,0.83417,0.83417,4.39331,50.41984,15
S2B_MSIL2A_20180502T093039_55_19,S1A_IW_GRDH_1SDV_20180430T162450_34TEP_55_19,2018-05-02 09:30:39,2018-04-30 16:24:50,0.90928,0.90212,21.831,44.03972,26
S2B_MSIL2A_20170924T093019_21_32,S1B_IW_GRDH_1SDV_20170924T044105_35VNH_21_32,2017-09-24 09:30:19,2017-09-24 04:41:05,0.68913,0.68913,27.47641,60.98347,27
S2A_MSIL2A_20171101T94132_30_24,S1B_IW_GRDH_1SDV_20171101T153951_35VNJ_30_24,2017-11-01 09:41:32,2017-11-01 15:39:51,0.42359,0.42359,27.69763,61.9661,27
S2B_MSIL2A_20170927T94020_37_89,S1A_IW_GRDH_1SDV_20170928T161125_35ULB_37_89,2017-09-27 09:40:20,2017-09-28 16:11:25,0.66993,0.66343,24.5793,54.95657,26
S2A_MSIL2A_20180510T094031_40_88,S1B_IW_GRDH_1SDV_20180510T044232_35VLC_40_88,2018-05-10 09:40:31,2018-05-10 04:42:32,0.9353,0.9353,24.58057,55.86589,26
S2B_MSIL2A_20170924T93021_10_24,S1B_IW_GRDH_1SDV_20170924T155448_35UMB_10_24,2017-09-24 09:30:21,2017-09-24 15:54:48,0.68913,0.68913,25.60964,55.6737,26
S2A_MSIL2A_20171121T112351_18_81,S1B_IW_GRDH_1SDV_20171121T064205_29SND_18_81,2017-11-21 11:23:51,2017-11-21 06:42:05,0.25986,0.25986,-8.74433,38.86872,8
S2B_MSIL2A_20171112T114339_58_13,S1B_IW_GRDH_1SDV_20171112T181343_29UPU_58_13,2017-11-12 11:43:39,2017-11-12 18:13:43,0.33482,0.33482,-6.45913,53.07687,15
S2A_MSIL2A_20180228T101021_33_74,S1A_IW_GRDH_1SDV_20180228T154921_34WFS_33_74,2018-02-28 10:10:21,2018-02-28 15:49:21,0.55805,0.55805,23.87672,64.0935,27
S2B_MSIL2A_20180525T094029_51_82,S1B_IW_GRDH_1SDV_20180524T154016_35VNL_51_82,2018-05-25 09:40:29,2018-05-24 15:40:16,0.97251,0.97051,28.22533,63.13338,27
S2B_MSIL2A_20170924T93022_8_53,S1A_IW_GRDH_1SDV_20170925T043256_35VPK_8_53,2017-09-24 09:30:22,2017-09-25 04:32:56,0.68913,0.68278,29.14204,62.53688,27
S2B_MSIL2A_20180515T112110_88_58,S1B_IW_GRDH_1SDV_20180515T063356_29SND_88_58,2018-05-15 11:21:10,2018-05-15 06:33:56,0.94941,0.94941,-7.77188,39.11125,8
S2B_MSIL2A_20180525T94030_78_70,S1A_IW_GRDH_1SDV_20180525T153234_35VNK_78_70,2018-05-25 09:40:30,2018-05-25 15:32:34,0.97251,0.97251,28.81968,62.35829,27
S2A_MSIL2A_20170816T095031_24_30,S1A_IW_GRDH_1SDV_20170816T161958_34UEG_24_30,2017-08-16 09:50:31,2017-08-16 16:19:58,0.88957,0.88957,21.46646,55.61599,26
S2B_MSIL2A_20180525T094029_81_32,S1A_IW_GRDH_1SDV_20180525T153259_35VNL_81_32,2018-05-25 09:40:29,2018-05-25 15:32:59,0.97251,0.97251,28.97562,63.6636,27
S2B_MSIL2A_20180417T102019_78_31,S1A_IW_GRDH_1SDV_20180417T155012_34WFV_78_31,2018-04-17 10:20:19,2018-04-17 15:50:12,0.84748,0.84748,25.49653,67.2134,27
S2B_MSIL2A_20171016T101009_26_8,S1B_IW_GRDH_1SDV_20171016T045729_34VDM_26_8,2017-10-16 10:10:09,2017-10-16 04:57:29,0.542,0.542,19.76385,60.33913,0
S2A_MSIL2A_20180506T100031_78_53,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_78_53,2018-05-06 10:00:31,2018-05-07 05:09:48,0.92282,0.92604,16.26668,48.16846,26
S2B_MSIL2A_20180509T092029_7_30,S1A_IW_GRDH_1SDV_20180511T043832_34TFN_7_30,2018-05-09 09:20:29,2018-05-11 04:38:32,0.93228,0.93826,22.33761,43.01546,26
S2B_MSIL2A_20170924T93020_51_18,S1A_IW_GRDH_1SDV_20170925T043256_35VPK_51_18,2017-09-24 09:30:20,2017-09-25 04:32:56,0.68913,0.68278,30.18377,62.89434,27
S2B_MSIL2A_20180509T092029_6_79,S1A_IW_GRDH_1SDV_20180511T043832_34TFN_6_79,2018-05-09 09:20:29,2018-05-11 04:38:32,0.93228,0.93826,22.31168,42.48625,26
S2B_MSIL2A_20171219T095409_11_64,S1B_IW_GRDH_1SDV_20171220T050937_33TXN_11_64,2017-12-19 09:54:09,2017-12-20 05:09:37,0.02388,0.01543,16.50101,47.14742,26
S2B_MSIL2A_20180525T094029_13_69,S1B_IW_GRDH_1SDV_20180524T154016_35VNL_13_69,2018-05-25 09:40:29,2018-05-24 15:40:16,0.97251,0.97051,27.32251,63.27832,27
S2B_MSIL2A_20180521T100029_54_69,S1A_IW_GRDH_1SDV_20180521T044858_34WFS_54_69,2018-05-21 10:00:29,2018-05-21 04:48:58,0.96409,0.96409,24.39935,64.13613,27
S2B_MSIL2A_20170818T112109_47_62,S1A_IW_GRDH_1SDV_20170818T063514_29SNB_47_62,2017-08-18 11:21:09,2017-08-18 06:35:14,0.88173,0.88173,-8.35733,37.26983,8
S2A_MSIL2A_20171121T112351_69_31,S1A_IW_GRDH_1SDV_20171122T063450_29SND_69_31,2017-11-21 11:23:51,2017-11-22 06:34:50,0.25986,0.25142,-8.03155,39.40564,8
S2A_MSIL2A_20180506T100031_73_80,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_73_80,2018-05-06 10:00:31,2018-05-07 05:09:48,0.92282,0.92604,16.17934,47.87788,26
S2B_MSIL2A_20170709T094029_66_42,S1B_IW_GRDH_1SDV_20170709T043159_35VNL_66_42,2017-07-09 09:40:29,2017-07-09 04:31:59,0.98825,0.98825,28.60604,63.56048,27
S2A_MSIL2A_20170905T095031_66_2,S1A_IW_GRDH_1SDV_20170903T153258_35VNL_66_2,2017-09-05 09:50:31,2017-09-03 15:32:58,0.79928,0.80965,28.6307,63.99107,27
S2B_MSIL2A_20180515T094029_1_64,S1A_IW_GRDH_1SDV_20180516T044138_35VNJ_1_64,2018-05-15 09:40:29,2018-05-16 04:41:38,0.94941,0.95202,27.03348,61.53697,27
S2B_MSIL2A_20180417T102019_40_69,S1A_IW_GRDH_1SDV_20180417T155012_34WFV_40_69,2018-04-17 10:20:19,2018-04-17 15:50:12,0.84748,0.84748,24.38597,66.83119,27
S2A_MSIL2A_20180413T095031_46_12,S1A_IW_GRDH_1SDV_20180413T161957_34UEG_46_12,2018-04-13 09:50:31,2018-04-13 16:19:57,0.82844,0.82844,21.88997,55.80774,26
S2B_MSIL2A_20171015T104009_9_36,S1A_IW_GRDH_1SDV_20171016T055031_31UGR_9_36,2017-10-15 10:40:09,2017-10-16 05:50:31,0.54908,0.542,5.95683,50.12072,26
S2A_MSIL2A_20170613T101031_83_71,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_83_71,2017-06-13 10:10:31,2017-06-13 16:50:43,0.99749,0.99749,13.66279,47.97332,26
S2A_MSIL2A_20180526T100031_43_38,S1A_IW_GRDH_1SDV_20180526T045642_34WFU_43_38,2018-05-26 10:00:31,2018-05-26 04:56:42,0.97444,0.97444,24.39027,66.2674,27
S2B_MSIL2A_20170914T93030_26_83,S1A_IW_GRDH_1SDV_20170914T162451_34TEP_26_83,2017-09-14 09:30:30,2017-09-14 16:24:51,0.74967,0.74967,21.39214,43.35056,26
S2B_MSIL2A_20170906T101020_75_67,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_75_67,2017-09-06 10:10:20,2017-09-06 15:57:49,0.79401,0.79401,24.91893,64.14463,27
S2B_MSIL2A_20180515T094029_55_14,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_55_14,2018-05-15 09:40:29,2018-05-17 15:48:02,0.94941,0.95457,28.27413,62.06971,27
S2A_MSIL2A_20171121T112351_19_78,S1B_IW_GRDH_1SDV_20171121T064205_29SND_19_78,2017-11-21 11:23:51,2017-11-21 06:42:05,0.25986,0.25986,-8.73037,38.90113,8
S2B_MSIL2A_20180522T093029_8_35,S1A_IW_GRDH_1SDV_20180523T043321_35VPJ_8_35,2018-05-22 09:30:29,2018-05-23 04:33:21,0.9663,0.96844,29.09281,61.83344,27
S2A_MSIL2A_20180413T095031_75_24,S1A_IW_GRDH_1SDV_20180413T161957_34UEG_75_24,2018-04-13 09:50:31,2018-04-13 16:19:57,0.82844,0.82844,22.44027,55.67312,26
S2B_MSIL2A_20180521T100029_26_78,S1A_IW_GRDH_1SDV_20180521T044858_34WFS_26_78,2018-05-21 10:00:29,2018-05-21 04:48:58,0.96409,0.96409,23.70043,64.05377,27
S2A_MSIL2A_20170704T112111_2_32,S1A_IW_GRDH_1SDV_20170706T064235_29SND_2_32,2017-07-04 11:21:11,2017-07-06 06:42:35,0.99382,0.9918,-8.96539,39.39885,9
S2A_MSIL2A_20170818T103021_57_11,S1A_IW_GRDH_1SDV_20170819T053446_32TMT_57_11,2017-08-18 10:30:21,2017-08-19 05:34:46,0.88173,0.87772,8.58605,47.72879,26
S2A_MSIL2A_20180318T093031_55_21,S1B_IW_GRDH_1SDV_20180318T043418_35UMB_55_21,2018-03-18 09:30:31,2018-03-18 04:34:18,0.68389,0.68389,26.46776,55.71276,26
S2A_MSIL2A_20170701T093031_54_80,S1B_IW_GRDH_1SDV_20170629T153137_35VPK_54_80,2017-07-01 09:30:31,2017-06-29 15:31:37,0.99631,0.99764,30.18237,62.22597,27
S2A_MSIL2A_20170816T095031_21_0,S1A_IW_GRDH_1SDV_20170816T161958_34UEG_21_0,2017-08-16 09:50:31,2017-08-16 16:19:58,0.88957,0.88957,21.41271,55.93965,26
S2A_MSIL2A_20170905T095031_47_18,S1A_IW_GRDH_1SDV_20170903T153258_35VNL_47_18,2017-09-05 09:50:31,2017-09-03 15:32:58,0.79928,0.80965,28.15769,63.82329,27
S2B_MSIL2A_20170709T094029_66_51,S1B_IW_GRDH_1SDV_20170709T043159_35VNL_66_51,2017-07-09 09:40:29,2017-07-09 04:31:59,0.98825,0.98825,28.6006,63.46359,27
S2A_MSIL2A_20170803T094031_48_47,S1A_IW_GRDH_1SDV_20170802T163350_34TCR_48_47,2017-08-03 09:40:31,2017-08-02 16:33:50,0.93427,0.93724,19.18416,45.5261,25
S2B_MSIL2A_20170817T101019_26_74,S1B_IW_GRDH_1SDV_20170817T045637_34WFS_26_74,2017-08-17 10:10:19,2017-08-17 04:56:37,0.88568,0.88568,23.70461,64.0968,27
S2B_MSIL2A_20180204T94161_27_36,S1A_IW_GRDH_1SDV_20180204T043253_35VPK_27_36,2018-02-04 09:41:56,2018-02-04 04:32:53,0.36662,0.36662,29.60069,62.71231,27
S2B_MSIL2A_20180515T112110_16_34,S1B_IW_GRDH_1SDV_20180515T063356_29SND_16_34,2018-05-15 11:21:10,2018-05-15 06:33:56,0.94941,0.94941,-8.77035,39.37701,8
S2B_MSIL2A_20180220T114339_0_76,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_0_76,2018-02-20 11:43:39,2018-02-19 06:38:51,0.49672,0.48886,-7.48997,53.31342,15
S2A_MSIL2A_20180510T094031_69_60,S1A_IW_GRDH_1SDV_20180509T160338_35VLC_69_60,2018-05-10 09:40:31,2018-05-09 16:03:38,0.9353,0.93228,25.12171,56.17729,26
S2B_MSIL2A_20170914T093029_50_0,S1A_IW_GRDH_1SDV_20170914T162516_34TEP_50_0,2017-09-14 09:30:29,2017-09-14 16:25:16,0.74967,0.74967,21.75874,44.2455,26
S2A_MSIL2A_20170818T103021_44_87,S1A_IW_GRDH_1SDV_20170819T053446_32TMT_44_87,2017-08-18 10:30:21,2017-08-19 05:34:46,0.88173,0.87772,8.38758,46.90726,26
S2A_MSIL2A_20170816T095031_12_16,S1A_IW_GRDH_1SDV_20170816T161958_34UEG_12_16,2017-08-16 09:50:31,2017-08-16 16:19:58,0.88957,0.88957,21.23876,55.7676,26
S2B_MSIL2A_20170801T095029_3_4,S1B_IW_GRDH_1SDV_20170801T164200_33TXN_3_4,2017-08-01 09:50:29,2017-08-01 16:42:00,0.94016,0.94016,16.39142,47.79668,26
S2B_MSIL2A_20180204T094159_14_6,S1A_IW_GRDH_1SDV_20180204T043318_35VNH_14_6,2018-02-04 09:41:59,2018-02-04 04:33:18,0.36662,0.36662,27.32404,61.26403,27
S2B_MSIL2A_20180201T093219_22_46,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_22_46,2018-02-01 09:32:19,2018-01-30 16:24:07,0.34129,0.32482,21.33512,43.75053,26
S2B_MSIL2A_20180522T093029_9_0,S1A_IW_GRDH_1SDV_20180523T043256_35VPJ_9_0,2018-05-22 09:30:29,2018-05-23 04:32:56,0.9663,0.96844,29.1419,62.20985,27
S2B_MSIL2A_20180515T094029_79_71,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_79_71,2018-05-15 09:40:29,2018-05-17 15:48:02,0.94941,0.95457,28.789,61.44982,27
S2B_MSIL2A_20180417T102019_37_20,S1A_IW_GRDH_1SDV_20180417T155012_34WFV_37_20,2018-04-17 10:20:19,2018-04-17 15:50:12,0.84748,0.84748,24.37679,67.35948,27
S2B_MSIL2A_20171206T094349_77_81,S1B_IW_GRDH_1SDV_20171206T163254_34TCR_77_81,2017-12-06 09:43:49,2017-12-06 16:32:54,0.13327,0.13327,19.63848,45.16516,26
S2B_MSIL2A_20170911T092019_24_14,S1A_IW_GRDH_1SDV_20170913T043820_34TFN_24_14,2017-09-11 09:20:19,2017-09-13 04:38:20,0.76674,0.75541,22.59234,43.18509,26
S2B_MSIL2A_20180515T094029_36_4,S1A_IW_GRDH_1SDV_20180516T044113_35VNJ_36_4,2018-05-15 09:40:29,2018-05-16 04:41:13,0.94941,0.95202,27.84086,62.18075,27
S2A_MSIL2A_20170905T095031_53_7,S1A_IW_GRDH_1SDV_20170903T153258_35VNL_53_7,2017-09-05 09:50:31,2017-09-03 15:32:58,0.79928,0.80965,28.30943,63.94047,27
S2A_MSIL2A_20170617T113321_77_12,S1B_IW_GRDH_1SDV_20170616T180538_29UPU_77_12,2017-06-17 11:33:21,2017-06-16 18:05:38,0.99935,0.999,-6.11848,53.0799,15
S2B_MSIL2A_20180421T100030_6_6,S1A_IW_GRDH_1SDV_20180421T165021_33TWM_6_6,2018-04-21 10:00:30,2018-04-21 16:50:21,0.86549,0.86549,15.10211,46.88347,26
S2A_MSIL2A_20170905T095031_58_10,S1A_IW_GRDH_1SDV_20170903T153258_35VNL_58_10,2017-09-05 09:50:31,2017-09-03 15:32:58,0.79928,0.80965,28.43016,63.90702,27
S2A_MSIL2A_20170813T112121_79_41,S1A_IW_GRDH_1SDV_20170812T182647_29SNC_79_41,2017-08-13 11:21:21,2017-08-12 18:26:47,0.90086,0.90449,-7.90776,38.39511,8
S2A_MSIL2A_20180506T100031_36_31,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_36_31,2018-05-06 10:00:31,2018-05-07 05:09:48,0.92282,0.92604,15.59162,48.41143,26
S2B_MSIL2A_20180515T094029_11_8,S1A_IW_GRDH_1SDV_20180516T044113_35VNJ_11_8,2018-05-15 09:40:29,2018-05-16 04:41:13,0.94941,0.95202,27.2643,62.13996,27
S2B_MSIL2A_20170924T093019_52_71,S1B_IW_GRDH_1SDV_20170924T155419_35UMB_52_71,2017-09-24 09:30:19,2017-09-24 15:54:19,0.68913,0.68913,26.41845,55.17338,26
S2A_MSIL2A_20170816T095031_76_56,S1A_IW_GRDH_1SDV_20170816T161958_34UEG_76_56,2017-08-16 09:50:31,2017-08-16 16:19:58,0.88957,0.88957,22.44665,55.32796,26
S2A_MSIL2A_20171002T112111_37_41,S1B_IW_GRDH_1SDV_20171004T064231_29SNC_37_41,2017-10-02 11:21:11,2017-10-04 06:42:31,0.63734,0.62424,-8.48488,38.39907,8
S2B_MSIL2A_20180525T94031_33_3,S1B_IW_GRDH_1SDV_20180524T154016_35VNK_33_3,2018-05-25 09:40:31,2018-05-24 15:40:16,0.97251,0.97051,27.7957,63.08959,27
S2A_MSIL2A_20171101T094131_63_86,S1B_IW_GRDH_1SDV_20171101T042417_35VNK_63_86,2017-11-01 09:41:31,2017-11-01 04:24:17,0.42359,0.42359,28.46367,62.19011,27
S2B_MSIL2A_20180521T100029_68_33,S1A_IW_GRDH_1SDV_20180521T044858_34WFS_68_33,2018-05-21 10:00:29,2018-05-21 04:48:58,0.96409,0.96409,24.79673,64.5145,27
S2B_MSIL2A_20180201T093219_41_27,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_41_27,2018-02-01 09:32:19,2018-01-30 16:24:07,0.34129,0.32482,21.62043,43.95462,26
S2A_MSIL2A_20171201T112431_40_28,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_40_28,2017-12-01 11:24:31,2017-12-03 18:34:50,0.17498,0.15833,-8.44938,37.63805,8
S2B_MSIL2A_20170906T101020_68_60,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_68_60,2017-09-06 10:10:20,2017-09-06 15:57:49,0.79401,0.79401,24.75686,64.22438,27
S2A_MSIL2A_20180413T095031_26_17,S1A_IW_GRDH_1SDV_20180413T161957_34UEG_26_17,2018-04-13 09:50:31,2018-04-13 16:19:57,0.82844,0.82844,21.50637,55.756,26
S2A_MSIL2A_20180510T94032_12_64,S1A_IW_GRDH_1SDV_20180511T043205_35WPP_12_64,2018-05-10 09:40:32,2018-05-11 04:32:05,0.9353,0.93826,29.5347,66.00364,27
S2A_MSIL2A_20171208T093351_76_6,S1A_IW_GRDH_1SDV_20171207T162450_34TEN_76_6,2017-12-08 09:33:51,2017-12-07 16:24:50,0.11651,0.12489,22.13111,43.27703,26
S2A_MSIL2A_20171121T112351_39_27,S1B_IW_GRDH_1SDV_20171121T064205_29SND_39_27,2017-11-21 11:23:51,2017-11-21 06:42:05,0.25986,0.25986,-8.44932,39.45162,8
S2B_MSIL2A_20170709T094029_28_81,S1B_IW_GRDH_1SDV_20170709T043159_35VNL_28_81,2017-07-09 09:40:29,2017-07-09 04:31:59,0.98825,0.98825,27.67823,63.14782,27
S2B_MSIL2A_20170709T094029_16_36,S1B_IW_GRDH_1SDV_20170709T043159_35VNL_16_36,2017-07-09 09:40:29,2017-07-09 04:31:59,0.98825,0.98825,27.39918,63.63353,27
S2B_MSIL2A_20170924T93021_50_35,S1A_IW_GRDH_1SDV_20170925T043256_35VPK_50_35,2017-09-24 09:30:21,2017-09-25 04:32:56,0.68913,0.68278,30.14065,62.71205,27
S2A_MSIL2A_20180225T114351_48_79,S1B_IW_GRDH_1SDV_20180225T063842_29UPU_48_79,2018-02-25 11:43:51,2018-02-25 06:38:42,0.53538,0.53538,-6.67625,52.36916,15
S2B_MSIL2A_20170911T092019_28_20,S1A_IW_GRDH_1SDV_20170913T043820_34TFN_28_20,2017-09-11 09:20:19,2017-09-13 04:38:20,0.76674,0.75541,22.64964,43.11945,26
S2B_MSIL2A_20180204T94160_48_49,S1A_IW_GRDH_1SDV_20180204T043318_35VNJ_48_49,2018-02-04 09:41:55,2018-02-04 04:33:18,0.36662,0.36662,28.09981,61.69414,27
S2B_MSIL2A_20170709T094029_17_74,S1B_IW_GRDH_1SDV_20170709T043159_35VNL_17_74,2017-07-09 09:40:29,2017-07-09 04:31:59,0.98825,0.98825,27.4174,63.22422,27
S2B_MSIL2A_20180521T100029_62_48,S1A_IW_GRDH_1SDV_20180521T044858_34WFS_62_48,2018-05-21 10:00:29,2018-05-21 04:48:58,0.96409,0.96409,24.62568,64.35708,27
S2B_MSIL2A_20170914T093029_75_47,S1A_IW_GRDH_1SDV_20170914T162451_34TEP_75_47,2017-09-14 09:30:29,2017-09-14 16:24:51,0.74967,0.74967,22.12479,43.73468,26
S2B_MSIL2A_20170911T092019_9_16,S1A_IW_GRDH_1SDV_20170913T043820_34TFN_9_16,2017-09-11 09:20:19,2017-09-13 04:38:20,0.76674,0.75541,22.37043,43.16635,26
S2A_MSIL2A_20180506T100031_51_49,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_51_49,2018-05-06 10:00:31,2018-05-07 05:09:48,0.92282,0.92604,15.83167,48.21562,26
S2A_MSIL2A_20171101T94132_43_36,S1B_IW_GRDH_1SDV_20171101T153951_35VNJ_43_36,2017-11-01 09:41:32,2017-11-01 15:39:51,0.42359,0.42359,27.99091,61.83503,27
S2B_MSIL2A_20180421T100029_69_86,S1A_IW_GRDH_1SDV_20180421T165021_33TWN_69_86,2018-04-21 10:00:29,2018-04-21 16:50:21,0.86549,0.86549,16.09499,46.91446,26
S2A_MSIL2A_20170905T095031_57_62,S1A_IW_GRDH_1SDV_20170903T153258_35VNL_57_62,2017-09-05 09:50:31,2017-09-03 15:32:58,0.79928,0.80965,28.37831,63.34742,27
S2B_MSIL2A_20180428T095029_7_27,S1A_IW_GRDH_1SDV_20180428T164218_33TXN_7_27,2018-04-28 09:50:29,2018-04-28 16:42:18,0.89445,0.89445,16.44861,47.54763,26
S2A_MSIL2A_20170701T093031_39_7,S1B_IW_GRDH_1SDV_20170629T153202_35VPK_39_7,2017-07-01 09:30:31,2017-06-29 15:32:02,0.99631,0.99764,29.91263,63.01877,27
S2A_MSIL2A_20180205T100211_12_15,S1A_IW_GRDH_1SDV_20180207T045754_35VLJ_12_15,2018-02-05 10:02:11,2018-02-07 04:57:54,0.375,0.39168,23.46441,62.01954,27
S2B_MSIL2A_20180204T094159_60_57,S1A_IW_GRDH_1SDV_20180204T043318_35VNJ_60_57,2018-02-04 09:41:59,2018-02-04 04:33:18,0.36662,0.36662,28.36813,61.60554,27
S2B_MSIL2A_20180417T102019_14_35,S1A_IW_GRDH_1SDV_20180417T155012_34WFV_14_35,2018-04-17 10:20:19,2018-04-17 15:50:12,0.84748,0.84748,23.71671,67.21038,27
S2A_MSIL2A_20170613T101032_64_56,S1B_IW_GRDH_1SDV_20170613T044822_34VER_64_56,2017-06-13 10:10:32,2017-06-13 04:48:22,0.99749,0.99749,22.54956,63.41029,27
S2A_MSIL2A_20180527T093041_43_48,S1A_IW_GRDH_1SDV_20180525T153234_35VPK_43_48,2018-05-27 09:30:41,2018-05-25 15:32:34,0.97631,0.97251,29.96265,62.57579,27
S2A_MSIL2A_20180228T101021_70_27,S1A_IW_GRDH_1SDV_20180228T154946_34WFS_70_27,2018-02-28 10:10:21,2018-02-28 15:49:46,0.55805,0.55805,24.85571,64.57766,27
S2B_MSIL2A_20180522T093029_36_13,S1A_IW_GRDH_1SDV_20180523T043256_35VPJ_36_13,2018-05-22 09:30:29,2018-05-23 04:32:56,0.9663,0.96844,29.75138,62.05897,27
S2A_MSIL2A_20171002T112111_67_77,S1A_IW_GRDH_1SDV_20171004T183450_29SNC_67_77,2017-10-02 11:21:11,2017-10-04 18:34:50,0.63734,0.62424,-8.07757,38.00724,8
S2B_MSIL2A_20180515T094029_37_11,S1A_IW_GRDH_1SDV_20180516T044113_35VNJ_37_11,2018-05-15 09:40:29,2018-05-16 04:41:13,0.94941,0.95202,27.86176,62.10521,27
S2A_MSIL2A_20171101T94132_26_60,S1B_IW_GRDH_1SDV_20171101T153951_35VNJ_26_60,2017-11-01 09:41:32,2017-11-01 15:39:51,0.42359,0.42359,27.59851,61.57875,27
S2A_MSIL2A_20170613T101031_85_44,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_85_44,2017-06-13 10:10:31,2017-06-13 16:50:43,0.99749,0.99749,13.68754,48.26512,26
S2A_MSIL2A_20180527T093041_33_2,S1A_IW_GRDH_1SDV_20180525T153234_35VPK_33_2,2018-05-27 09:30:41,2018-05-25 15:32:34,0.97631,0.97251,29.77568,63.07541,27
S2B_MSIL2A_20170824T100019_47_12,S1A_IW_GRDH_1SDV_20170824T165022_33TWM_47_12,2017-08-24 10:00:19,2017-08-24 16:50:22,0.85671,0.85671,15.74693,46.81629,26
S2A_MSIL2A_20180219T094031_20_67,S1B_IW_GRDH_1SDV_20180219T152441_35WPP_20_67,2018-02-19 09:40:31,2018-02-19 15:24:41,0.48886,0.48886,29.74254,65.96775,27
S2B_MSIL2A_20180223T101019_72_86,S1A_IW_GRDH_1SDV_20180221T155746_34WFT_72_86,2018-02-23 10:10:19,2018-02-21 15:57:46,0.52004,0.50453,24.94363,64.83793,27
S2B_MSIL2A_20170924T093019_46_50,S1A_IW_GRDH_1SDV_20170925T043321_35VNH_46_50,2017-09-24 09:30:19,2017-09-25 04:33:21,0.68913,0.68278,28.02448,60.78648,27
S2B_MSIL2A_20180421T100029_87_80,S1A_IW_GRDH_1SDV_20180421T165046_33UWQ_87_80,2018-04-21 10:00:29,2018-04-21 16:50:46,0.86549,0.86549,16.42887,48.77492,26
S2B_MSIL2A_20170930T095019_62_73,S1B_IW_GRDH_1SDV_20170929T045057_34UEG_62_73,2017-09-30 09:50:19,2017-09-29 04:50:57,0.65027,0.65687,22.17649,55.14753,26
S2B_MSIL2A_20180502T093039_59_26,S1A_IW_GRDH_1SDV_20180430T162450_34TEP_59_26,2018-05-02 09:30:39,2018-04-30 16:24:50,0.90928,0.90212,21.88977,43.96365,26
S2B_MSIL2A_20170911T092019_10_52,S1A_IW_GRDH_1SDV_20170913T043820_34TFN_10_52,2017-09-11 09:20:19,2017-09-13 04:38:20,0.76674,0.75541,22.37648,42.77727,26
S2A_MSIL2A_20180527T093041_31_16,S1A_IW_GRDH_1SDV_20180525T153234_35VPK_31_16,2018-05-27 09:30:41,2018-05-25 15:32:34,0.97631,0.97251,29.7142,62.92572,27
S2B_MSIL2A_20180525T094029_23_35,S1B_IW_GRDH_1SDV_20180524T154016_35VNL_23_35,2018-05-25 09:40:29,2018-05-24 15:40:16,0.97251,0.97051,27.56891,63.64373,27
S2A_MSIL2A_20180228T101021_74_47,S1A_IW_GRDH_1SDV_20180228T154921_34WFS_74_47,2018-02-28 10:10:21,2018-02-28 15:49:21,0.55805,0.55805,24.92474,64.36016,27
S2A_MSIL2A_20171208T093351_84_36,S1A_IW_GRDH_1SDV_20171207T162450_34TEN_84_36,2017-12-08 09:33:51,2017-12-07 16:24:50,0.11651,0.12489,22.24282,42.9517,26
S2B_MSIL2A_20170914T093029_17_26,S1A_IW_GRDH_1SDV_20170914T162516_34TEQ_17_26,2017-09-14 09:30:29,2017-09-14 16:25:16,0.74967,0.74967,21.26558,44.86727,14
S2A_MSIL2A_20180527T093041_44_79,S1A_IW_GRDH_1SDV_20180525T153234_35VPK_44_79,2018-05-27 09:30:41,2018-05-25 15:32:34,0.97631,0.97251,29.95292,62.24183,27
S2B_MSIL2A_20180326T112109_70_59,S1B_IW_GRDH_1SDV_20180327T183408_29SNB_70_59,2018-03-26 11:21:09,2018-03-27 18:34:08,0.73158,0.73731,-8.04565,37.30018,8
S2B_MSIL2A_20180225T105019_86_16,S1A_IW_GRDH_1SDV_20180225T055027_31UER_86_16,2018-02-25 10:50:19,2018-02-25 05:50:27,0.53538,0.53538,4.45919,50.36507,15
S2A_MSIL2A_20171201T112431_20_54,S1B_IW_GRDH_1SDV_20171203T064230_29SNB_20_54,2017-12-01 11:24:31,2017-12-03 06:42:30,0.17498,0.15833,-8.72244,37.35779,8
S2B_MSIL2A_20180204T094159_83_67,S1A_IW_GRDH_1SDV_20180204T043318_35VNJ_83_67,2018-02-04 09:41:59,2018-02-04 04:33:18,0.36662,0.36662,28.88157,61.49167,27
